,Movie,Rating,Genre,Release Date,Runtime,Director,URL
872,Dragon Ball Z: Cooler's Revenge,69.0,"Action, Animation, Science Fiction",07/20/1991 ,48m,Mitsuo Hashimoto,https://www.themoviedb.org/movie/24752-z
873,Transformers: The Last Knight,60.0,"Action, Adventure, Science Fiction",06/21/2017 ,2h 34m,Michael Bay,https://www.themoviedb.org/movie/335988-transformers-the-last-knight
874,Trolls Holiday in Harmony,72.0,"Animation, Fantasy, Family",11/27/2021 ,30m,Sean Charmatz,https://www.themoviedb.org/movie/896221-trolls-holiday-in-harmony
875,The Exorcist,77.0,Horror,08/27/1977 ,2h 2m,William Friedkin,https://www.themoviedb.org/movie/9552-the-exorcist
876,See How They Run,66.0,"Comedy, Mystery, Thriller",09/16/2022 ,1h 38m,Tom George,https://www.themoviedb.org/movie/766475-see-how-they-run
877,Five Feet Apart,83.0,"Romance, Drama",03/29/2019 ,1h 56m,Justin Baldoni,https://www.themoviedb.org/movie/527641-five-feet-apart
878,Star Wars: The Rise of Skywalker,64.0,"Adventure, Action, Science Fiction",12/20/2019 ,2h 22m,J.J. Abrams,https://www.themoviedb.org/movie/181812-star-wars-the-rise-of-skywalker
879,The Redeem Team,75.0,Documentary,10/07/2022 ,1h 38m,Jon Weinbach,https://www.themoviedb.org/movie/1018648-the-redeem-team
880,The Incredible Hulk,62.0,"Science Fiction, Action, Adventure",06/12/2008 ,1h 54m,Louis Leterrier,https://www.themoviedb.org/movie/1724-the-incredible-hulk
881,The Emperor's New Groove,76.0,"Adventure, Animation, Comedy, Family, Fantasy",12/15/2000 ,1h 18m,Mark Dindal,https://www.themoviedb.org/movie/11688-the-emperor-s-new-groove
882,The Consequences,57.0,"Drama, Thriller",09/17/2021 ,1h 36m,Claudia Pinto Emperador,https://www.themoviedb.org/movie/833043-las-consecuencias
883,The SpongeBob SquarePants Movie,70.0,"Family, Animation, Comedy, Fantasy, Adventure",11/19/2004 ,1h 27m,Mark Osborne,https://www.themoviedb.org/movie/11836-the-spongebob-squarepants-movie
884,Alice in Wonderland,72.0,"Animation, Family, Fantasy, Adventure",09/14/1951 ,1h 15m,Clyde Geronimi,https://www.themoviedb.org/movie/12092-alice-in-wonderland
885,Wonder Woman,72.0,"Action, Adventure, Fantasy",06/02/2017 ,2h 21m,María Cuenca,https://www.themoviedb.org/movie/297762-wonder-woman
886,Logan,78.0,"Action, Drama, Science Fiction",03/03/2017 ,2h 17m,James Mangold,https://www.themoviedb.org/movie/263115-logan
887,Gasoline Alley,54.0,"Action, Thriller, Crime, Mystery",02/25/2022 ,1h 37m,Edward Drake,https://www.themoviedb.org/movie/916821-gasoline-alley
888,The Walking Dead: The Journey So Far,78.0,Documentary,10/16/2016 ,1h 36m,Edward Drake,https://www.themoviedb.org/movie/720998-the-walking-dead-the-journey-so-far
889,Project X,68.0,Comedy,03/02/2012 ,1h 28m,Nima Nourizadeh,https://www.themoviedb.org/movie/57214-project-x
890,The Hangover Part III,62.0,Comedy,05/23/2013 ,1h 40m,Todd Phillips,https://www.themoviedb.org/movie/109439-the-hangover-part-iii
891,Chip and Potato: Chip's Holiday,53.0,Animation,06/27/2022 ,24m,Todd Phillips,https://www.themoviedb.org/movie/992187-chip-and-potato-chip-s-holiday
892,Ripper Untold,62.0,Horror,06/28/2021 ,1h 25m,Steven Lawson,https://www.themoviedb.org/movie/820511-ripper-untold
893,Cars,69.0,"Animation, Adventure, Comedy, Family",08/04/2006 ,1h 57m,Joe Ranft,https://www.themoviedb.org/movie/920-cars
894,Hotel Transylvania,70.0,"Animation, Comedy, Family, Fantasy",09/28/2012 ,1h 31m,Genndy Tartakovsky,https://www.themoviedb.org/movie/76492-hotel-transylvania
895,Law Abiding Citizen,73.0,"Drama, Crime, Thriller",10/15/2009 ,1h 49m,F. Gary Gray,https://www.themoviedb.org/movie/22803-law-abiding-citizen
896,Cult of Chucky,58.0,"Horror, Thriller",10/12/2017 ,1h 31m,Don Mancini,https://www.themoviedb.org/movie/393345-cult-of-chucky
897,In Time,70.0,"Action, Thriller, Science Fiction",10/28/2011 ,1h 49m,Andrew Niccol,https://www.themoviedb.org/movie/49530-in-time
898,Dragon Ball Z: Lord Slug,64.0,"Action, Animation, Science Fiction",03/19/1991 ,52m,Mitsuo Hashimoto,https://www.themoviedb.org/movie/39102
899,WALL·E,81.0,"Animation, Family, Science Fiction",08/29/2008 ,1h 38m,Janette Nielsen,https://www.themoviedb.org/movie/10681-wall-e
900,Ice Age: Continental Drift,63.0,"Animation, Comedy, Adventure, Family",07/27/2012 ,1h 28m,Mike Thurmeier,https://www.themoviedb.org/movie/57800-ice-age-continental-drift
901,Captain America: The First Avenger,70.0,"Action, Adventure, Science Fiction",07/22/2011 ,2h 4m,Joe Johnston,https://www.themoviedb.org/movie/1771-captain-america-the-first-avenger
902,Tenet,72.0,"Action, Thriller, Science Fiction",12/04/2020 ,2h 30m,Alicia Triana Tabeau,https://www.themoviedb.org/movie/577922-tenet
903,Scary Movie 5,48.0,Comedy,04/12/2013 ,1h 26m,Malcolm D. Lee,https://www.themoviedb.org/movie/4258-scary-movie-5
904,Overcomer,77.0,Drama,08/23/2019 ,1h 59m,Alex Kendrick,https://www.themoviedb.org/movie/527776-overcomer
905,I Spit on Your Grave III: Vengeance is Mine,57.0,"Horror, Thriller",10/01/2015 ,1h 31m,R.D. Braunstein,https://www.themoviedb.org/movie/357096-i-spit-on-your-grave-iii-vengeance-is-mine
906,The Hangover Part II,65.0,Comedy,05/27/2011 ,1h 42m,Todd Phillips,https://www.themoviedb.org/movie/45243-the-hangover-part-ii
907,Peter Rabbit 2: The Runaway,72.0,"Family, Comedy, Adventure, Animation, Fantasy",03/25/2021 ,1h 33m,Will Gluck,https://www.themoviedb.org/movie/522478-peter-rabbit-2-the-runaway
908,Hercules,58.0,"Action, Adventure",07/25/2014 ,1h 39m,Brett Ratner,https://www.themoviedb.org/movie/184315-hercules
909,Ferdinand,72.0,"Animation, Family, Adventure, Comedy",12/15/2017 ,1h 48m,Carlos Saldanha,https://www.themoviedb.org/movie/364689-ferdinand
910,The Long Dark Trail,53.0,Horror,06/19/2021 ,1h 18m,Kevin Ignatius,https://www.themoviedb.org/movie/888838-the-long-dark-trail
911,Violet Evergarden: The Movie,83.0,"Animation, Fantasy, Romance, Drama",09/18/2020 ,2h 20m,Minoru Ota,https://www.themoviedb.org/movie/533514
912,Adultery Alumni Association,0.0,"Drama, Romance",03/02/2018 ,1h 22m,Jo Tae-ho,https://www.themoviedb.org/movie/504903
913,ODDTAXI in the Woods,73.0,"Animation, Comedy, Mystery",04/01/2022 ,2h 8m,Norio Nitta,https://www.themoviedb.org/movie/919609
914,Restart The Earth,70.0,"Science Fiction, Horror, Action",09/03/2021 ,1h 29m,Lin Zhenzhao,https://www.themoviedb.org/movie/870096
915,The Remaining,57.0,"Thriller, Horror",09/05/2014 ,1h 28m,Casey La Scala,https://www.themoviedb.org/movie/280002-the-remaining
916,From Straight A's to XXX,57.0,"Drama, TV Movie",02/11/2017 ,1h 27m,Damion Harper,https://www.themoviedb.org/movie/441168-from-straight-a-s-to-xxx
917,In the Arms of an Assassin,81.0,"Romance, Thriller",12/06/2019 ,1h 41m,Matías Moltrasio,https://www.themoviedb.org/movie/652722-en-brazos-de-un-asesino
918,Finding Grace,58.0,Drama,04/21/2020 ,1h 46m,Warren Fast,https://www.themoviedb.org/movie/695568-finding-grace
919,Ant-Man and the Wasp,70.0,"Action, Adventure, Science Fiction",07/13/2018 ,1h 59m,Peyton Reed,https://www.themoviedb.org/movie/363088-ant-man-and-the-wasp
920,My Best Friend's Exorcism,60.0,"Horror, Comedy",09/29/2022 ,1h 36m,Damon Thomas,https://www.themoviedb.org/movie/816952-my-best-friend-s-exorcism
921,Guardians of the Galaxy,79.0,"Action, Science Fiction, Adventure",08/08/2014 ,2h 1m,James Gunn,https://www.themoviedb.org/movie/118340-guardians-of-the-galaxy
922,Rio 2,65.0,"Adventure, Animation, Comedy, Family",04/10/2014 ,1h 41m,Carlos Saldanha,https://www.themoviedb.org/movie/172385-rio-2
923,Mary Magdalene,63.0,"Drama, History",03/22/2018 ,2h,Garth Davis,https://www.themoviedb.org/movie/407439-mary-magdalene
924,The Passion of the Christ,74.0,Drama,05/07/2004 ,2h 7m,Mel Gibson,https://www.themoviedb.org/movie/615-the-passion-of-the-christ
925,Christmas with the Kranks,61.0,"Comedy, Family",11/24/2004 ,1h 39m,Joe Roth,https://www.themoviedb.org/movie/13673-christmas-with-the-kranks
926,Knives Out,79.0,"Comedy, Crime, Mystery",11/27/2019 ,2h 11m,Rian Johnson,https://www.themoviedb.org/movie/546554-knives-out
927,Living with Chucky,55.0,"Documentary, Horror",08/13/2022 ,1h 45m,Kyra Elise Gardner,https://www.themoviedb.org/movie/926762-living-with-chucky
928,Save the Cinema,64.0,Drama,01/14/2022 ,1h 49m,Sara Sugarman,https://www.themoviedb.org/movie/790386-save-the-cinema
929,Curse of Chucky,59.0,"Horror, Thriller",10/08/2013 ,1h 37m,Don Mancini,https://www.themoviedb.org/movie/167032-curse-of-chucky
930,Guardians of the Galaxy Vol. 3,0.0,"Action, Adventure, Science Fiction",05/05/2023 ,Null,James Gunn,https://www.themoviedb.org/movie/447365-guardians-of-the-galaxy-vol-3
931,Once Upon a Snowman,69.0,"Animation, Family, Comedy, Fantasy",10/23/2020 ,7m,Dan Abraham,https://www.themoviedb.org/movie/741074-once-upon-a-snowman
932,The Many Saints of Newark,65.0,"Crime, Drama",10/01/2021 ,2h,Alan Taylor,https://www.themoviedb.org/movie/524369-the-many-saints-of-newark
933,Rambo: Last Blood,65.0,"Action, Thriller, Drama",09/20/2019 ,1h 29m,Adrian Grünberg,https://www.themoviedb.org/movie/522938-rambo-last-blood
934,Back to the Future,83.0,"Adventure, Comedy, Science Fiction",07/03/1985 ,1h 56m,Robert Zemeckis,https://www.themoviedb.org/movie/105-back-to-the-future
935,Robbing Mussolini,57.0,"Action, Adventure, Comedy, Crime, War",10/26/2022 ,1h 39m,Renato De Maria,https://www.themoviedb.org/movie/873125-rapiniamo-il-duce
936,Shin Ultraman,70.0,"Drama, Action, Science Fiction",05/13/2022 ,1h 52m,Ikki Todoroki,https://www.themoviedb.org/movie/634429
937,Inglourious Basterds,82.0,"Drama, Action, Thriller, War",08/21/2009 ,2h 33m,Carlos Fidel,https://www.themoviedb.org/movie/16869-inglourious-basterds
938,Pinocchio,66.0,"Drama, Family, Fantasy",12/19/2019 ,2h 4m,Matteo Garrone,https://www.themoviedb.org/movie/413518-pinocchio
939,A Haunted House 2,61.0,"Comedy, Horror",04/18/2014 ,1h 27m,Michael Tiddes,https://www.themoviedb.org/movie/184345-a-haunted-house-2
940,Ice Age: The Meltdown,67.0,"Animation, Family, Comedy, Adventure",04/21/2006 ,1h 31m,Carlos Saldanha,https://www.themoviedb.org/movie/950-ice-age-the-meltdown
941,Chappie,68.0,"Crime, Action, Science Fiction",03/06/2015 ,2h,Neill Blomkamp,https://www.themoviedb.org/movie/198184-chappie
942,Lilo & Stitch,75.0,"Animation, Family",06/21/2002 ,1h 25m,Chris Sanders,https://www.themoviedb.org/movie/11544-lilo-stitch
943,Train to Busan,78.0,"Horror, Thriller, Science Fiction, Action",07/20/2016 ,1h 58m,Min Hong-nam,https://www.themoviedb.org/movie/396535
944,Southpaw,74.0,"Action, Drama",07/24/2015 ,2h 3m,Antoine Fuqua,https://www.themoviedb.org/movie/307081-southpaw
945,Black Crab,63.0,"Action, Thriller",03/18/2022 ,1h 49m,Adam Berg,https://www.themoviedb.org/movie/760868-svart-krabba
946,Trolls World Tour,74.0,"Family, Animation, Comedy, Fantasy, Adventure, Music",03/11/2020 ,1h 30m,David P. Smith,https://www.themoviedb.org/movie/446893-trolls-world-tour
947,Goblin Slayer: Goblin's Crown,76.0,"Animation, Adventure, Action, Fantasy",02/01/2020 ,1h 25m,Takaharu Ozaki,https://www.themoviedb.org/movie/631132-goblin-s-crown
948,Hotel Transylvania 3: Summer Vacation,69.0,"Animation, Comedy, Family, Fantasy",07/13/2018 ,1h 37m,Genndy Tartakovsky,https://www.themoviedb.org/movie/400155-hotel-transylvania-3-summer-vacation
949,Dragon Ball Z: Fusion Reborn,74.0,"Animation, Action, Fantasy, Science Fiction",03/04/1995 ,55m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/39107-z
950,Chinese Grandma,32.0,"Comedy, Drama",08/26/2010 ,1h 23m,Vladimir Tumaev,https://www.themoviedb.org/movie/77988
951,Cheeky,55.0,"Comedy, Drama, Romance",01/28/2000 ,1h 31m,Tinto Brass,https://www.themoviedb.org/movie/22705-tra-sgre-dire
952,Kingsman: The Golden Circle,70.0,"Action, Adventure, Comedy, Science Fiction, Crime",09/22/2017 ,2h 21m,Harry Minter,https://www.themoviedb.org/movie/343668-kingsman-the-golden-circle
953,An Affair: Kind Daughters-in-law,0.0,Romance,01/25/2018 ,1h 11m,Kim Bu-gon,https://www.themoviedb.org/movie/495979
954,Alien: Covenant,61.0,"Science Fiction, Horror, Mystery",05/12/2017 ,2h 2m,Raymond Kirk,https://www.themoviedb.org/movie/126889-alien-covenant
955,Dark Blood,55.0,"Crime, Drama",10/07/2021 ,1h 23m,Harold Trompetero,https://www.themoviedb.org/movie/845885-dark-blood
956,Fast X,0.0,"Action, Crime, Thriller",05/19/2023 ,Null,Louis Leterrier,https://www.themoviedb.org/movie/385687-fast-x
957,Ant-Man,71.0,"Science Fiction, Action, Adventure",07/24/2015 ,1h 57m,Peyton Reed,https://www.themoviedb.org/movie/102899-ant-man
958,Jupiter Ascending,54.0,"Science Fiction, Fantasy, Action",02/28/2015 ,2h 7m,Ayesha Corn,https://www.themoviedb.org/movie/76757-jupiter-ascending
959,The Purge: Election Year,64.0,"Action, Horror, Thriller",07/01/2016 ,1h 45m,James DeMonaco,https://www.themoviedb.org/movie/316727-the-purge-election-year
960,50 Greatest Harry Potter Moments,77.0,Documentary,07/27/2011 ,1h 33m,James DeMonaco,https://www.themoviedb.org/movie/483898-50-greatest-harry-potter-moments
961,Rocky V,57.0,Drama,11/16/1990 ,1h 44m,John G. Avildsen,https://www.themoviedb.org/movie/1375-rocky-v
962,Lucy,64.0,"Action, Science Fiction",07/25/2014 ,1h 29m,Luc Besson,https://www.themoviedb.org/movie/240832-lucy
963,Haul Out the Holly,67.0,"TV Movie, Comedy, Drama, Romance",11/26/2022 ,1h 24m,Maclain Nelson,https://www.themoviedb.org/movie/1028556-haul-out-the-holly
964,Brother Bear,72.0,"Adventure, Animation, Family",11/01/2003 ,1h 25m,Aaron Blaise,https://www.themoviedb.org/movie/10009-brother-bear
965,Centauro,62.0,"Action, Crime, Thriller",06/15/2022 ,1h 29m,Daniel Calparsoro,https://www.themoviedb.org/movie/852592-centauro
966,Paranormal Activity: Next of Kin,64.0,"Horror, Mystery, Thriller",10/29/2021 ,1h 38m,William Eubank,https://www.themoviedb.org/movie/609972-paranormal-activity-next-of-kin
967,El Infierno,78.0,"Drama, Crime, Comedy",09/03/2010 ,2h 25m,Martín Torres,https://www.themoviedb.org/movie/52629-el-infierno
968,The Action Pack Saves Christmas,100.0,"Animation, Family",11/28/2022 ,28m,James Lopez,https://www.themoviedb.org/movie/1045636-the-action-pack-saves-christmas
969,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,80.0,"Animation, Comedy, Mystery, Family, Fantasy",09/14/2021 ,1h 12m,Cecilia Aranovich,https://www.themoviedb.org/movie/843906-straight-outta-nowhere-scooby-doo-meets-courage-the-cowardly-dog
970,The Legend of Maula Jatt,65.0,"Drama, Fantasy, Action",10/13/2022 ,2h 33m,Bilal Lashari,https://www.themoviedb.org/movie/464293-the-legend-of-maula-jatt
971,Moonbound,64.0,"Animation, Adventure, Family, Fantasy",06/24/2021 ,1h 21m,Ali Samadi Ahadi,https://www.themoviedb.org/movie/809717-peterchens-mondfahrt
972,The First Purge,60.0,"Horror, Action, Thriller",07/04/2018 ,1h 37m,Gerard McMurray,https://www.themoviedb.org/movie/442249-the-first-purge
973,American Pie Presents: The Book of Love,52.0,Comedy,12/04/2009 ,1h 33m,John Putch,https://www.themoviedb.org/movie/26123-american-pie-presents-the-book-of-love
974,American Pie,65.0,"Comedy, Romance",07/09/1999 ,1h 35m,Paul Weitz,https://www.themoviedb.org/movie/2105-american-pie
975,Batman Begins,77.0,"Action, Crime, Drama",06/17/2005 ,2h 20m,Eric Richard Lasko,https://www.themoviedb.org/movie/272-batman-begins
976,Ciao Alberto,75.0,"Animation, Comedy, Family, Fantasy",11/12/2021 ,7m,McKenna Jean Harris,https://www.themoviedb.org/movie/876716-ciao-alberto
977,Rambo,66.0,"Action, Thriller",01/25/2008 ,1h 32m,Sylvester Stallone,https://www.themoviedb.org/movie/7555-rambo
978,American Pie Presents: Beta House,56.0,Comedy,12/10/2007 ,1h 25m,Andrew Waller,https://www.themoviedb.org/movie/8277-american-pie-presents-beta-house
979,Godzilla,63.0,"Action, Drama, Science Fiction",05/16/2014 ,2h 3m,Gareth Edwards,https://www.themoviedb.org/movie/124905-godzilla
980,Kung Fu Panda 2,69.0,"Animation, Family",05/25/2011 ,1h 31m,Jennifer Yuh Nelson,https://www.themoviedb.org/movie/49444-kung-fu-panda-2
981,Berlin Drifters,46.0,Drama,10/26/2017 ,2h 3m,Kôichi Imaizumi,https://www.themoviedb.org/movie/511617
982,Tenor,73.0,"Comedy, Drama",05/04/2022 ,1h 40m,Claude Zidi Jr.,https://www.themoviedb.org/movie/936074-tenor
983,Terminator 3: Rise of the Machines,61.0,"Action, Thriller, Science Fiction",07/25/2003 ,1h 49m,Christian Pichler,https://www.themoviedb.org/movie/296-terminator-3-rise-of-the-machines
984,Princess Principal Crown Handler: Chapter 1,51.0,"Animation, Action, Adventure, Drama, Mystery",02/11/2021 ,54m,Masaki Tachibana,https://www.themoviedb.org/movie/542507-crown-handler-1
985,I Am Vanessa Guillen,77.0,Documentary,11/17/2022 ,1h 35m,Christy Wegener,https://www.themoviedb.org/movie/1030323-i-am-vanessa-guillen
986,Ponyo,77.0,"Animation, Fantasy, Family",07/19/2008 ,1h 40m,Hayao Miyazaki,https://www.themoviedb.org/movie/12429
987,Merlin and the Book of Beasts,43.0,"Adventure, Fantasy",08/29/2009 ,1h 32m,Warren P. Sonoda,https://www.themoviedb.org/movie/21358-merlin-and-the-book-of-beasts
988,Shutter Island,82.0,"Drama, Thriller, Mystery",02/18/2010 ,2h 18m,Martin Scorsese,https://www.themoviedb.org/movie/11324-shutter-island
989,The Marksman,69.0,"Action, Thriller",01/15/2021 ,1h 48m,Robert Lorenz,https://www.themoviedb.org/movie/634528-the-marksman
990,Tad the Lost Explorer and the Secret of King Midas,66.0,"Animation, Adventure, Comedy, Family",08/25/2017 ,1h 25m,David Alonso Pérez de Algaba,https://www.themoviedb.org/movie/452773-tadeo-jones-2-el-secreto-del-rey-midas
991,The Valet,77.0,"Comedy, Romance",05/20/2022 ,2h 4m,Richard Wong,https://www.themoviedb.org/movie/810171-the-valet
992,Jumanji: Welcome to the Jungle,68.0,"Adventure, Action, Comedy, Fantasy",12/29/2017 ,1h 59m,Jake Kasdan,https://www.themoviedb.org/movie/353486-jumanji-welcome-to-the-jungle
993,Pacific Rim: Uprising,61.0,"Action, Fantasy, Science Fiction, Adventure",03/28/2018 ,1h 51m,Nick Satriano,https://www.themoviedb.org/movie/268896-pacific-rim-uprising
994,Onward,78.0,"Family, Animation, Adventure, Comedy, Fantasy",03/06/2020 ,1h 43m,Dan Scanlon,https://www.themoviedb.org/movie/508439-onward
995,Marry Me,70.0,"Romance, Comedy, Music",02/11/2022 ,1h 52m,Kat Coiro,https://www.themoviedb.org/movie/615904-marry-me
996,Malcolm X,75.0,"Drama, History",11/18/1992 ,3h 22m,Spike Lee,https://www.themoviedb.org/movie/1883-malcolm-x
997,Catherine Called Birdy,62.0,"Adventure, Comedy",09/23/2022 ,1h 48m,Lena Dunham,https://www.themoviedb.org/movie/795109-catherine-called-birdy
998,Don't Look Up,72.0,"Comedy, Science Fiction",12/08/2021 ,2h 18m,Adam McKay,https://www.themoviedb.org/movie/646380-don-t-look-up
999,Saving Private Ryan,82.0,"Drama, History, War",07/24/1998 ,2h 49m,Sara Desmond,https://www.themoviedb.org/movie/857-saving-private-ryan
